states,year,quarter,trans_type,trans_counts,amount,district
punjab,2019,2,,1651321,3186753121.644472,sas nagar
punjab,2019,2,,606445,1344928164.57291,jalandhar
punjab,2019,2,,464671,1153431871.557117,amritsar
punjab,2019,2,,428732,1033453294.399394,patiala
punjab,2019,2,,314775,796164323.076735,bathinda
punjab,2019,2,,289692,450106236.80552906,kapurthala
punjab,2019,2,,288602,525049272.4342503,sangrur
punjab,2019,2,,244089,576108452.4565028,fazilka
punjab,2019,2,,160293,445515294.3077082,pathankot
punjab,2019,3,,3105207,7455507218.782127,ludhiana
punjab,2019,3,,2133485,3949329973.001935,sas nagar
punjab,2019,3,,758891,1632069019.2274182,jalandhar
punjab,2019,3,,675647,1486947290.284844,amritsar
punjab,2019,3,,648561,1363591162.613681,patiala
punjab,2019,3,,494918,565670361.9945633,kapurthala
punjab,2019,3,,416734,972384572.4071746,bathinda
punjab,2019,3,,330365,654399189.9915571,sangrur
punjab,2019,3,,314556,672363454.3736749,fazilka
punjab,2019,3,,217743,530602505.21650296,pathankot
punjab,2019,4,,3939299,9747197706.866158,ludhiana
punjab,2019,4,,2685032,4949390532.2517605,sas nagar
punjab,2019,4,,980520,2169729877.261026,jalandhar
punjab,2019,4,,829302,1950326012.564148,amritsar
punjab,2019,4,,799674,1781269263.452226,patiala
punjab,2019,4,,667137,741334179.2344623,kapurthala
punjab,2019,4,,532029,1239636960.6158311,bathinda
punjab,2019,4,,448960,870965377.8083141,sangrur
punjab,2019,4,,425525,946156853.0160116,fazilka
punjab,2019,4,,280434,697314026.1980982,pathankot
punjab,2020,1,,4234211,9811040748.858644,ludhiana
punjab,2020,1,,2856044,4802064278.867106,sas nagar
punjab,2020,1,,1138166,2475070637.207554,jalandhar
punjab,2020,1,,960246,2170491285.561859,amritsar
punjab,2020,1,,886202,1884698406.187335,patiala
punjab,2020,1,,733357,736259091.7068343,kapurthala
punjab,2020,1,,601259,1321796468.792362,bathinda
punjab,2020,1,,500308,1106991298.832084,fazilka
punjab,2020,1,,464316,899705429.0338154,sangrur
punjab,2020,1,,321185,613999219.7583513,hoshiarpur
punjab,2020,2,,3918678,9202417232.51512,ludhiana
punjab,2020,2,,1839791,3374122041.344126,sas nagar
punjab,2020,2,,1023443,2169814875.621091,jalandhar
punjab,2020,2,,968730,2109955827.741993,amritsar
punjab,2020,2,,922228,1936659811.7674751,patiala
punjab,2020,2,,627821,1418732928.7795851,bathinda
punjab,2020,2,,593260,1345296833.04558,fazilka
punjab,2020,2,,497181,1065127674.290858,sangrur
punjab,2020,2,,430930,740901804.834342,hoshiarpur
punjab,2020,2,,394701,828442435.8246018,pathankot
punjab,2020,3,,5373096,13411978555.2244,ludhiana
punjab,2020,3,,2481665,4322991690.252305,sas nagar
punjab,2020,3,,1171180,2977010022.917255,amritsar
punjab,2020,3,,1143419,2630961420.3212028,jalandhar
punjab,2020,3,,1133088,2639345147.604691,patiala
punjab,2020,3,,761837,1942683602.933688,bathinda
punjab,2020,3,,650223,1533956137.401909,fazilka
punjab,2020,3,,520244,1244533965.471407,sangrur
punjab,2020,3,,447422,1117386418.785541,pathankot
punjab,2020,3,,444703,938565050.5404744,hoshiarpur
punjab,2020,4,,6433526,16002263104.777649,ludhiana
punjab,2020,4,,3755533,6001552668.838072,sas nagar
punjab,2020,4,,1634555,4214164098.316762,amritsar
punjab,2020,4,,1580719,3741094568.09765,patiala
punjab,2020,4,,1514774,3490141380.451921,jalandhar
punjab,2020,4,,1029813,2560230080.0724864,bathinda
punjab,2020,4,,898108,2330645109.184926,fazilka
punjab,2020,4,,709657,1815228277.112636,sangrur
punjab,2020,4,,613446,1556030355.883729,pathankot
punjab,2020,4,,584688,1343655246.8605402,hoshiarpur
punjab,2021,1,,8956495,19225271865.79327,ludhiana
punjab,2021,1,,4469959,6737530092.495852,sas nagar
punjab,2021,1,,1823100,4535248139.891067,amritsar
punjab,2021,1,,1716126,3828908006.2314,jalandhar
punjab,2021,1,,1594101,3743416293.296061,patiala
punjab,2021,1,,1089719,2681512020.113289,bathinda
punjab,2021,1,,926196,2485697202.772148,fazilka
punjab,2021,1,,697801,1779386402.710884,sangrur
punjab,2021,1,,585780,1384031539.442925,hoshiarpur
punjab,2021,1,,570864,1486337867.452893,pathankot
punjab,2021,2,,11475061,23530471085.65236,ludhiana
punjab,2021,2,,4707042,7288830376.63194,sas nagar
punjab,2021,2,,2166296,5279064151.566084,amritsar
punjab,2021,2,,1968477,4316968650.261899,jalandhar
punjab,2021,2,,1870993,4409169677.40231,patiala
punjab,2021,2,,1271905,3102199906.640081,bathinda
punjab,2021,2,,1140866,2840373948.485002,fazilka
punjab,2021,2,,852138,2194371528.579551,sangrur
punjab,2021,2,,731752,1772534610.492737,pathankot
punjab,2021,2,,721249,1657693325.4352272,hoshiarpur
punjab,2021,3,,16104345,30807741534.262592,ludhiana
punjab,2021,3,,6040235,8963728598.89373,sas nagar
punjab,2021,3,,2859630,6530832877.10007,amritsar
punjab,2021,3,,2663707,5579482421.017922,jalandhar
punjab,2021,3,,2400121,5270148761.145614,patiala
punjab,2021,3,,1647401,3788551283.176149,bathinda
punjab,2021,3,,1378018,3111874915.874538,fazilka
punjab,2021,3,,1015897,2422730555.689826,sangrur
punjab,2021,3,,936270,2224480978.571439,pathankot
punjab,2021,3,,907847,1983363435.829631,hoshiarpur
punjab,2021,4,,19553778,39292772660.87953,ludhiana
punjab,2021,4,,7503637,11088791931.95162,sas nagar
punjab,2021,4,,3576353,8606940269.65073,amritsar
punjab,2021,4,,3218973,7030833843.58709,jalandhar
punjab,2021,4,,2901070,6755184061.574616,patiala
punjab,2021,4,,2056317,4674339276.828988,bathinda
punjab,2021,4,,1650972,4131028405.490648,fazilka
punjab,2021,4,,1205039,3205553098.063292,sangrur
punjab,2021,4,,1200445,2875653268.7139997,pathankot
punjab,2021,4,,1175355,2110713842.50009,kapurthala
punjab,2022,1,,21131450,40193189296.7483,ludhiana
punjab,2022,1,,8233644,11945087945.784222,sas nagar
punjab,2022,1,,4020245,9595112041.612688,amritsar
punjab,2022,1,,3480708,7482301985.829843,jalandhar
punjab,2022,1,,3167322,7185470674.538302,patiala
punjab,2022,1,,2252561,5132201177.079786,bathinda
punjab,2022,1,,1942203,4723173436.355923,fazilka
punjab,2022,1,,1380244,3057799524.708644,pathankot
punjab,2022,1,,1350576,3436077358.298136,sangrur
punjab,2022,1,,1326492,2322895082.070088,kapurthala
punjab,2022,2,,26982785,46924183892.05508,ludhiana
punjab,2022,2,,10260992,13821174897.26477,sas nagar
punjab,2022,2,,4934930,11388945408.67424,amritsar
punjab,2022,2,,4368370,8843362969.63771,jalandhar
punjab,2022,2,,3836784,8150713456.483324,patiala
punjab,2022,2,,2774270,5859074278.903449,bathinda
punjab,2022,2,,2322893,5235266714.464994,fazilka
punjab,2022,2,,1900455,2826285167.86687,kapurthala
punjab,2022,2,,1733490,3654246286.072718,pathankot
punjab,2022,2,,1640279,3950202304.556946,sangrur
punjab,2022,3,,31697344,52659794645.55728,ludhiana
punjab,2022,3,,13524410,18050299571.02451,sas nagar
punjab,2022,3,,5353882,11781862029.20547,amritsar
punjab,2022,3,,4730075,9243374092.577248,jalandhar
punjab,2022,3,,4007021,8011939442.457413,patiala
punjab,2022,3,,2952123,3702626207.30357,kapurthala
punjab,2022,3,,2929344,5852032739.035611,bathinda
punjab,2022,3,,2618054,5147923013.794576,fazilka
punjab,2022,3,,1792893,3662889899.847559,pathankot
punjab,2022,3,,1789334,3625177520.57322,hoshiarpur
punjab,2022,4,,33298864,57521708592.12727,ludhiana
punjab,2022,4,,13686435,18113344764.85298,sas nagar
punjab,2022,4,,6049600,13743135320.99577,amritsar
punjab,2022,4,,5556816,10699280684.0681,jalandhar
punjab,2022,4,,5290182,10462961913.338873,patiala
punjab,2022,4,,3514599,3945783181.7842913,kapurthala
punjab,2022,4,,3201266,6432660306.980121,bathinda
punjab,2022,4,,2704233,5829795275.137226,fazilka
punjab,2022,4,,2110456,4366867188.489857,hoshiarpur
punjab,2022,4,,2004123,4766598735.821444,sangrur
rajasthan,2018,1,,2417174,2953086960.141372,jaipur
rajasthan,2018,1,,511188,636193637.4406083,alwar
rajasthan,2018,1,,321709,354268688.0814287,sikar
rajasthan,2018,1,,317338,313545175.3534258,kota
rajasthan,2018,1,,317285,467963867.1674503,jodhpur
rajasthan,2018,1,,305744,353135371.88422817,bhilwara
rajasthan,2018,1,,238689,291145139.7629897,ganganagar
rajasthan,2018,1,,226358,245926094.944892,nagaur
rajasthan,2018,1,,224405,347556929.7043874,ajmer
rajasthan,2018,1,,224103,315736879.7070354,udaipur
rajasthan,2018,2,,3175255,4952882923.415596,jaipur
rajasthan,2018,2,,700144,1094410044.9229438,alwar
rajasthan,2018,2,,435868,822648668.3773664,jodhpur
rajasthan,2018,2,,397475,569851208.3994043,kota
rajasthan,2018,2,,396177,599106340.7642647,sikar
rajasthan,2018,2,,379750,588411664.4366499,bhilwara
rajasthan,2018,2,,316032,524823183.8335613,ganganagar
rajasthan,2018,2,,304856,430074431.6125963,nagaur
rajasthan,2018,2,,303419,573173492.078594,ajmer
rajasthan,2018,2,,291907,521933429.8010496,udaipur
rajasthan,2018,3,,4954443,7882149494.55468,jaipur
rajasthan,2018,3,,1024880,1687744780.654558,alwar
rajasthan,2018,3,,582519,821606603.1537721,kota
rajasthan,2018,3,,570133,1263392447.257675,jodhpur
rajasthan,2018,3,,544999,933730468.5283474,bhilwara
rajasthan,2018,3,,478163,893538054.1217068,sikar
rajasthan,2018,3,,473481,696224765.6471555,nagaur
rajasthan,2018,3,,448286,532308543.2299284,dausa
rajasthan,2018,3,,417509,818672225.2856681,udaipur
rajasthan,2018,3,,400284,841931847.4786525,ajmer
rajasthan,2018,4,,7271209,12107341570.49203,jaipur
rajasthan,2018,4,,1532807,2700489271.370412,alwar
rajasthan,2018,4,,854003,1928732779.2688751,jodhpur
rajasthan,2018,4,,831676,1186913794.181062,kota
rajasthan,2018,4,,781679,1420324850.979574,bhilwara
rajasthan,2018,4,,735428,1558681541.1587112,sikar
rajasthan,2018,4,,673282,921613483.0541892,dausa
rajasthan,2018,4,,606049,1219187067.848555,udaipur
rajasthan,2018,4,,577840,1318562548.896055,ajmer
rajasthan,2018,4,,561084,1174061620.678488,ganganagar
rajasthan,2019,1,,19178441,25043540802.37277,jaipur
rajasthan,2019,1,,2791195,3949132714.556007,alwar
rajasthan,2019,1,,1748396,1712973062.058337,kota
rajasthan,2019,1,,1615975,2126329687.939046,bhilwara
rajasthan,2019,1,,1535328,2762592744.334321,jodhpur
rajasthan,2019,1,,1370483,1416280224.741973,dausa
rajasthan,2019,1,,1310064,2164835681.2715497,sikar
rajasthan,2019,1,,1030802,1810602285.240845,ajmer
rajasthan,2019,1,,998792,1584751474.653431,udaipur
rajasthan,2019,1,,984628,1661037639.540972,jhunjhunu
rajasthan,2019,2,,27449382,46056907216.76753,jaipur
rajasthan,2019,2,,2451727,4430719900.485805,alwar
rajasthan,2019,2,,1733269,3700049028.622283,jodhpur
rajasthan,2019,2,,1571917,2185105967.337613,kota
rajasthan,2019,2,,1359790,2514774803.624896,bhilwara
rajasthan,2019,2,,1198479,2624570998.826845,sikar
rajasthan,2019,2,,1128965,2364089402.611212,jhunjhunu
rajasthan,2019,2,,1078977,2153453855.402817,ajmer
rajasthan,2019,2,,1063146,1644609703.067539,dausa
rajasthan,2019,2,,1007076,1724895638.788738,udaipur
rajasthan,2019,3,,36334520,58402103360.679634,jaipur
rajasthan,2019,3,,3359867,5501752093.050632,alwar
rajasthan,2019,3,,2465513,4931658536.490534,jodhpur
rajasthan,2019,3,,2435542,2706744841.936022,kota
rajasthan,2019,3,,1993704,3277886476.51064,bhilwara
rajasthan,2019,3,,1660524,3298948099.2387857,sikar
rajasthan,2019,3,,1643482,2352763015.735414,udaipur
rajasthan,2019,3,,1474810,2744812297.8287168,ajmer
rajasthan,2019,3,,1428706,1976649524.9356744,dausa
rajasthan,2019,3,,1333354,2830120895.181952,jhunjhunu
rajasthan,2019,4,,44335592,81782144762.48987,jaipur
rajasthan,2019,4,,4269770,7746529382.883535,alwar
rajasthan,2019,4,,3216115,6915335471.430582,jodhpur
rajasthan,2019,4,,2899819,3813622079.519236,kota
rajasthan,2019,4,,2464660,4716195173.981495,bhilwara
rajasthan,2019,4,,2311396,3313736215.965259,udaipur
rajasthan,2019,4,,2248784,5037411453.274344,sikar
rajasthan,2019,4,,2025212,4104641128.532038,ajmer
rajasthan,2019,4,,1869433,3045918034.107218,dausa
rajasthan,2019,4,,1869375,4227582982.791309,jhunjhunu
rajasthan,2020,1,,52623661,98360847993.80876,jaipur
rajasthan,2020,1,,5046369,9090012850.268248,alwar
rajasthan,2020,1,,3807384,7642170733.961328,jodhpur
rajasthan,2020,1,,3282916,4272102864.0380745,kota
rajasthan,2020,1,,2976581,5578143401.683448,bhilwara
rajasthan,2020,1,,2898431,6198159589.270256,sikar
rajasthan,2020,1,,2735381,3947849172.848154,udaipur
rajasthan,2020,1,,2642400,5228150510.999587,ajmer
rajasthan,2020,1,,2290731,3676225560.290492,dausa
rajasthan,2020,1,,1885285,4010256396.916328,nagaur
rajasthan,2020,2,,43871862,88270816977.90562,jaipur
rajasthan,2020,2,,5981709,10239649719.690329,alwar
rajasthan,2020,2,,3972317,7649652331.703363,jodhpur
rajasthan,2020,2,,3448263,6813435569.801193,sikar
rajasthan,2020,2,,3144077,5583955261.068823,bhilwara
rajasthan,2020,2,,2849821,4537835885.880779,dausa
rajasthan,2020,2,,2674020,4271159445.430205,kota
rajasthan,2020,2,,2539677,4723275736.995972,ajmer
rajasthan,2020,2,,2506689,4856436699.305586,nagaur
rajasthan,2020,2,,2293910,3491313530.8165183,udaipur
rajasthan,2020,3,,71797182,138189424031.45752,jaipur
rajasthan,2020,3,,7995044,14617913028.15231,alwar
rajasthan,2020,3,,6262826,13714122197.99096,jodhpur
rajasthan,2020,3,,4656173,9414793215.559494,bhilwara
rajasthan,2020,3,,4567655,9916206321.877428,sikar
rajasthan,2020,3,,4442791,8027789840.771694,kota
rajasthan,2020,3,,3910137,8288212743.525795,ajmer
rajasthan,2020,3,,3836995,6351934008.147478,udaipur
rajasthan,2020,3,,3552220,5920927935.593803,dausa
rajasthan,2020,3,,3048026,6903346685.307568,nagaur
rajasthan,2020,4,,82378485,159641718978.4174,jaipur
rajasthan,2020,4,,10874361,21064630283.17598,alwar
rajasthan,2020,4,,8568947,19107841742.13882,jodhpur
rajasthan,2020,4,,6669204,13765886969.320032,bhilwara
rajasthan,2020,4,,6635869,15551286576.699251,sikar
rajasthan,2020,4,,6392503,11328763287.371351,kota
rajasthan,2020,4,,5843422,12526263260.900742,ajmer
rajasthan,2020,4,,5631994,9376663713.630651,udaipur
rajasthan,2020,4,,4447471,10913756198.46122,nagaur
rajasthan,2020,4,,4005208,8393453473.061909,bikaner
rajasthan,2021,1,,125917532,223771205713.2528,jaipur
rajasthan,2021,1,,12041829,23497000298.13838,alwar
rajasthan,2021,1,,11409882,24774598219.40748,jodhpur
rajasthan,2021,1,,9133910,15546647728.08622,kota
rajasthan,2021,1,,7672484,16416337441.88586,bhilwara
rajasthan,2021,1,,7581768,17303999484.26867,sikar
rajasthan,2021,1,,7053995,15317166377.740871,ajmer
rajasthan,2021,1,,6826421,10957000441.95284,udaipur
rajasthan,2021,1,,4999310,8786072971.794998,dausa
rajasthan,2021,1,,4976059,12761075159.69016,nagaur
rajasthan,2021,2,,137247139,248390977964.5578,jaipur
rajasthan,2021,2,,14291357,26436939537.75768,alwar
rajasthan,2021,2,,12941666,27913789331.640587,jodhpur
rajasthan,2021,2,,9960676,18087598514.48891,kota
rajasthan,2021,2,,8840543,19750164303.67476,sikar
rajasthan,2021,2,,8735150,17984159143.103912,bhilwara
rajasthan,2021,2,,7863986,16687418391.085722,ajmer
rajasthan,2021,2,,6493229,15639817785.86477,nagaur
rajasthan,2021,2,,6410357,10828124760.83803,dausa
rajasthan,2021,2,,6280736,10800769537.66155,udaipur
rajasthan,2021,3,,193839196,313664435689.2998,jaipur
rajasthan,2021,3,,19263957,38514689412.99684,jodhpur
rajasthan,2021,3,,18956440,31796623472.554592,alwar
rajasthan,2021,3,,13858632,22356848820.753063,kota
rajasthan,2021,3,,12558408,23899765687.00115,bhilwara
rajasthan,2021,3,,12157675,24859966680.62327,sikar
rajasthan,2021,3,,12039695,23974005140.503323,ajmer
rajasthan,2021,3,,10000681,15950385929.05402,udaipur
rajasthan,2021,3,,8542495,19712431242.60742,nagaur
rajasthan,2021,3,,8175162,12267753350.99964,dausa
rajasthan,2021,4,,231804892,394435778364.01416,jaipur
rajasthan,2021,4,,23671637,49201187505.37327,jodhpur
rajasthan,2021,4,,23661509,40984441151.34271,alwar
rajasthan,2021,4,,15373212,29555829037.16449,bhilwara
rajasthan,2021,4,,15049250,31040109507.97083,ajmer
rajasthan,2021,4,,14946567,32671486020.05114,sikar
rajasthan,2021,4,,14912645,24168234009.30399,kota
rajasthan,2021,4,,12082286,19874244609.252956,udaipur
rajasthan,2021,4,,10615952,25959911336.42821,nagaur
rajasthan,2021,4,,10142219,16190233721.3455,dausa
rajasthan,2022,1,,262950613,434507898653.2287,jaipur
rajasthan,2022,1,,27810577,56966935615.030495,jodhpur
rajasthan,2022,1,,27462202,46051829716.346725,alwar
rajasthan,2022,1,,19207151,30335394639.44809,kota
rajasthan,2022,1,,18219742,34832214592.68741,bhilwara
rajasthan,2022,1,,17973292,36567659945.04271,ajmer
rajasthan,2022,1,,16975662,35691652892.445015,sikar
rajasthan,2022,1,,13527713,22322610837.972816,udaipur
rajasthan,2022,1,,12629151,30251543728.242832,nagaur
rajasthan,2022,1,,11656264,23262580003.21299,bikaner
rajasthan,2022,2,,314511010,497492495896.22046,jaipur
rajasthan,2022,2,,31488094,50746151172.86586,alwar
rajasthan,2022,2,,31463295,61614349060.01108,jodhpur
rajasthan,2022,2,,22930803,36055197912.07001,kota
rajasthan,2022,2,,20900496,40715583331.30888,ajmer
rajasthan,2022,2,,20131391,38273076738.35588,bhilwara
rajasthan,2022,2,,19932783,40102076741.92371,sikar
rajasthan,2022,2,,15896129,24912652507.99956,udaipur
rajasthan,2022,2,,14631304,33408260595.26596,nagaur
rajasthan,2022,2,,13694139,26087476960.41298,bikaner
rajasthan,2022,3,,377469909,564818218571.2905,jaipur
rajasthan,2022,3,,44177624,78522559026.67796,jodhpur
rajasthan,2022,3,,35823235,53614596972.02946,alwar
rajasthan,2022,3,,28082495,49547976214.07847,ajmer
rajasthan,2022,3,,22439613,32238127933.327984,kota
rajasthan,2022,3,,22210445,37982785217.26295,bhilwara
rajasthan,2022,3,,21334188,40269671901.04936,sikar
rajasthan,2022,3,,17437737,26920987876.54088,udaipur
rajasthan,2022,3,,17110682,34696357961.37919,nagaur
rajasthan,2022,3,,15580963,27371553576.15289,bikaner
rajasthan,2022,4,,404922774,635458549842.8215,jaipur
rajasthan,2022,4,,65465040,116215227388.4156,jodhpur
rajasthan,2022,4,,38922404,61077684974.04574,alwar
rajasthan,2022,4,,27720484,47886590518.51659,bhilwara
rajasthan,2022,4,,27641155,51933913055.118645,ajmer
rajasthan,2022,4,,26954261,41938245496.56419,udaipur
rajasthan,2022,4,,26571402,37841298987.05792,kota
rajasthan,2022,4,,23710055,48095846111.824425,sikar
rajasthan,2022,4,,20286836,43215070664.43903,nagaur
rajasthan,2022,4,,16072144,30210151812.09784,bikaner
sikkim,2018,1,,24432,35907388.05486955,east
sikkim,2018,1,,11355,16098282.74814038,south
sikkim,2018,1,,4845,7468491.334182342,west
sikkim,2018,1,,3446,5176776.803176151,north
sikkim,2018,2,,40432,83823658.19224699,east
sikkim,2018,2,,16740,27651617.53453527,south
sikkim,2018,2,,10671,19368446.483524583,west
sikkim,2018,2,,6735,12849363.31948872,north
sikkim,2018,3,,59571,133322127.0282345,east
sikkim,2018,3,,24662,40036375.9623436,south
sikkim,2018,3,,14121,33797876.56771384,west
sikkim,2018,3,,10146,27923847.3950256,north
sikkim,2018,4,,84485,216960325.3514889,east
sikkim,2018,4,,34495,60113689.048481904,south
sikkim,2018,4,,19567,51859359.64770544,west
sikkim,2018,4,,15986,54207984.03057738,north
sikkim,2019,1,,155482,291845617.9832262,east
sikkim,2019,1,,47506,76869333.72007152,south
sikkim,2019,1,,21489,46329216.02416057,west
sikkim,2019,1,,15810,42949466.65663589,north
sikkim,2019,2,,297652,538259507.8024242,east
sikkim,2019,2,,45712,82937894.82004634,south
sikkim,2019,2,,26024,63325567.842385314,west
sikkim,2019,2,,18856,54371272.97108512,north
sikkim,2019,3,,429201,643298304.6767757,east
sikkim,2019,3,,61142,106415589.26391,south
sikkim,2019,3,,33550,66514136.57564781,west
sikkim,2019,3,,28543,68488417.92409426,north
sikkim,2019,4,,616761,877636921.1534437,east
sikkim,2019,4,,73099,121803196.1460472,south
sikkim,2019,4,,43955,92445262.76900172,west
sikkim,2019,4,,33255,84624221.58772576,north
sikkim,2020,1,,360279,729478141.568978,east
sikkim,2020,1,,82456,138401236.4081525,south
sikkim,2020,1,,49913,100981561.51060592,west
sikkim,2020,1,,35470,84615332.45666516,north
sikkim,2020,2,,304581,653853477.4965272,east
sikkim,2020,2,,95669,152837659.2195682,south
sikkim,2020,2,,69860,121265798.69496222,west
sikkim,2020,2,,47621,126661852.8502087,north
sikkim,2020,3,,353881,869648385.4220288,east
sikkim,2020,3,,104888,202497013.72661647,south
sikkim,2020,3,,79994,165556236.37028113,west
sikkim,2020,3,,57672,163225093.14147192,north
sikkim,2020,4,,428732,1129627876.117159,east
sikkim,2020,4,,130339,292804584.22659683,south
sikkim,2020,4,,95163,245657098.1295363,west
sikkim,2020,4,,80801,251186246.6496318,north
sikkim,2021,1,,516158,1432658383.132336,east
sikkim,2021,1,,127233,310128541.2402867,south
sikkim,2021,1,,88532,254432217.495255,west
sikkim,2021,1,,68266,220448584.97284672,north
sikkim,2021,2,,635504,1575867390.7924502,east
sikkim,2021,2,,157530,344012187.23706484,south
sikkim,2021,2,,102322,248942844.21008095,west
sikkim,2021,2,,81358,256077157.4357004,north
sikkim,2021,3,,757493,1937906268.9017413,east
sikkim,2021,3,,188063,416609481.7028276,south
sikkim,2021,3,,116665,312940476.16548187,west
sikkim,2021,3,,98373,321880637.0383413,north
sikkim,2021,4,,1071092,2791933180.383818,east
sikkim,2021,4,,238464,546711693.4617903,south
sikkim,2021,4,,146397,436365769.14490384,west
sikkim,2021,4,,128392,421772618.6452949,north
sikkim,2022,1,,1173942,2887894588.743505,east
sikkim,2022,1,,281076,619438912.3531296,south
sikkim,2022,1,,165446,468296204.3106276,west
sikkim,2022,1,,123838,391801570.4561583,north
sikkim,2022,2,,1540255,3736097005.542384,east
sikkim,2022,2,,391808,756330708.2028979,south
sikkim,2022,2,,215921,578171483.8935816,west
sikkim,2022,2,,174097,540506472.6682708,north
sikkim,2022,3,,1604446,3375012613.049149,east
sikkim,2022,3,,406488,760409362.3196087,south
sikkim,2022,3,,204845,503543689.9077279,west
sikkim,2022,3,,180979,523914878.614971,north
sikkim,2022,4,,2227237,4615052808.218626,east
sikkim,2022,4,,410951,731151545.284701,south
sikkim,2022,4,,222875,569473212.1510196,west
sikkim,2022,4,,197276,542707823.7654651,north
tamil-nadu,2018,1,,2656230,4281137762.522443,chennai
tamil-nadu,2018,1,,569483,1030187164.97163,chengalpattu
tamil-nadu,2018,1,,533919,913824434.6276876,coimbatore
tamil-nadu,2018,1,,413340,730210413.6566752,thiruvallur
tamil-nadu,2018,1,,308279,538409899.0029244,kancheepuram
tamil-nadu,2018,1,,239740,423271979.6901944,tiruppur
tamil-nadu,2018,1,,219916,375963971.6782604,salem
tamil-nadu,2018,1,,153618,253907426.24551615,krishnagiri
tamil-nadu,2018,1,,149186,262528157.21513468,tiruchirappalli
tamil-nadu,2018,1,,129858,232151304.34595773,madurai
tamil-nadu,2018,2,,3719593,7305357440.752292,chennai
tamil-nadu,2018,2,,871802,1722112067.157432,coimbatore
tamil-nadu,2018,2,,829689,1681243536.853809,chengalpattu
tamil-nadu,2018,2,,615860,1281039198.623536,thiruvallur
tamil-nadu,2018,2,,460276,926687779.5176952,kancheepuram
tamil-nadu,2018,2,,391330,829169121.0692805,tiruppur
tamil-nadu,2018,2,,333175,709542959.1656411,salem
tamil-nadu,2018,2,,245903,507249777.3551696,tiruchirappalli
tamil-nadu,2018,2,,240421,518922355.1506287,krishnagiri
tamil-nadu,2018,2,,213788,460415565.2125236,madurai
tamil-nadu,2018,3,,5887343,10122319547.13798,chennai
tamil-nadu,2018,3,,1469560,2559173878.211163,coimbatore
tamil-nadu,2018,3,,1337462,2362109205.940035,chengalpattu
tamil-nadu,2018,3,,957503,1926378414.664647,thiruvallur
tamil-nadu,2018,3,,766192,1416878619.3813162,kancheepuram
tamil-nadu,2018,3,,583538,1259741718.039976,tiruppur
tamil-nadu,2018,3,,484460,980781000.3982488,salem
tamil-nadu,2018,3,,421247,853575950.8987745,krishnagiri
tamil-nadu,2018,3,,342744,723073924.7012352,tiruchirappalli
tamil-nadu,2018,3,,322515,702347696.9219124,madurai
tamil-nadu,2018,4,,8007699,14632395110.56675,chennai
tamil-nadu,2018,4,,1974233,3371036660.9159293,chengalpattu
tamil-nadu,2018,4,,1902305,3656789906.019909,coimbatore
tamil-nadu,2018,4,,1578958,2979682370.963098,thiruvallur
tamil-nadu,2018,4,,1161731,2100098547.5513413,kancheepuram
tamil-nadu,2018,4,,811860,1780229997.9785929,tiruppur
tamil-nadu,2018,4,,696312,1471377592.286099,salem
tamil-nadu,2018,4,,593519,1260396240.123799,krishnagiri
tamil-nadu,2018,4,,521026,1117403132.556823,tiruchirappalli
tamil-nadu,2018,4,,474612,1067216902.88037,madurai
tamil-nadu,2019,1,,11642449,18810971714.513683,chennai
tamil-nadu,2019,1,,3285713,4918695631.396447,chengalpattu
tamil-nadu,2019,1,,2709665,5072064993.630945,coimbatore
tamil-nadu,2019,1,,2305713,3957616692.241628,thiruvallur
tamil-nadu,2019,1,,1732340,2735468905.170376,kancheepuram
tamil-nadu,2019,1,,1078231,2186722074.2626576,tiruppur
tamil-nadu,2019,1,,949562,1916555034.695397,salem
tamil-nadu,2019,1,,848874,1549327562.475432,krishnagiri
tamil-nadu,2019,1,,739515,1460934059.6618772,tiruchirappalli
tamil-nadu,2019,1,,662080,1386372054.513937,madurai
tamil-nadu,2019,2,,10577435,20366477248.325928,chennai
tamil-nadu,2019,2,,3719692,5655296088.730307,chengalpattu
tamil-nadu,2019,2,,3191687,7063644440.487608,coimbatore
tamil-nadu,2019,2,,2486358,4674408137.818318,thiruvallur
tamil-nadu,2019,2,,1656532,2936409443.598877,kancheepuram
tamil-nadu,2019,2,,1179119,2631888252.799778,tiruppur
tamil-nadu,2019,2,,1018100,2340941775.7458677,salem
tamil-nadu,2019,2,,776306,1748258486.294492,tiruchirappalli
tamil-nadu,2019,2,,741073,1703311128.18451,madurai
tamil-nadu,2019,2,,663016,1504554589.80862,krishnagiri
tamil-nadu,2019,3,,11333032,23024193806.41262,chennai
tamil-nadu,2019,3,,5765425,7255276540.840912,chengalpattu
tamil-nadu,2019,3,,4303835,9457627886.22332,coimbatore
tamil-nadu,2019,3,,3497534,5790229760.583483,thiruvallur
tamil-nadu,2019,3,,2374121,3749463855.838708,kancheepuram
tamil-nadu,2019,3,,1583318,3459384833.856631,tiruppur
tamil-nadu,2019,3,,1348219,3089948772.2836013,salem
tamil-nadu,2019,3,,1028271,2283457398.7735853,tiruchirappalli
tamil-nadu,2019,3,,1004838,2163231649.618825,madurai
tamil-nadu,2019,3,,906439,1897364248.773857,krishnagiri
tamil-nadu,2019,4,,16437269,31810645818.30885,chennai
tamil-nadu,2019,4,,7809082,9083457170.596088,chengalpattu
